manufacturer_id,manufacturer_name,revenue_million,profit_margin_percent,operational_efficiency,compliance_score,customer_rating,debt_to_equity_ratio,sustainability_index,innovation_index,delivery_timeliness,after_sales_service_rating,defect_rate_percent,capacity_utilization,on_time_delivery_rate,warranty_claim_rate,regulatory_violation_count,certifications_count,contract_breach_count,legal_dispute_count,region_risk_index,market_share_percent,employee_count,training_hours_per_employee,it_system_maturity,supplier_diversity,supply_chain_resilience,carbon_intensity,renewable_energy_ratio,it_incident_rate,data_quality_score,digitization_level,average_lead_time_days,currency_volatility_index,partnership_years,trust_score,trust_status
5788,Manufacturer_5788,411.642,15.03,0.7,67.512,3.15,0.33,77.377,79.096,54.655,2.402,7.9,54.155,61.11,1.3,4,17,4,2,89.347,8.18,2695,37.364,1.164,84.662,61.47,157.191,92.64,5.75,80.999,90.914,8,78.439,11,0.683,GOOD
5789,Manufacturer_5789,499.682,15.25,0.91,62.798,3.238,2.34,0.83,64.045,74.496,2.88,7.06,83.749,91.35,2.41,4,10,2,0,2.896,5.05,1413,39.413,1.178,90.122,43.862,422.116,74.64,3.31,51.45,58.393,20,44.911,1,0.688,GOOD
5790,Manufacturer_5790,113.601,33.78,0.6,30.517,3.346,1.32,50.481,80.35,47.951,3.045,7.86,53.871,62.51,4.31,3,8,0,2,60.356,3.49,1615,12.91,3.77,92.398,52.71,361.174,13.97,8.31,85.711,96.82,53,3.27,13,0.492,FAIR
5791,Manufacturer_5791,139.934,28.96,0.93,59.123,2.682,2.46,52.403,56.66,55.172,2.929,3.07,80.502,70.91,1.62,2,10,0,1,3.177,0.61,4623,21.732,2.374,64.536,56.578,454.754,18.83,0.54,61.96,61.351,23,99.44,22,0.791,EXCELLENT
5792,Manufacturer_5792,334.801,18.76,0.75,51.896,4.55,2.52,23.934,42.854,71.234,4.233,5.87,48.84,78.78,0.81,1,13,4,0,80.189,7.86,2421,83.526,1.878,72.942,30.886,205.204,21.14,6.2,95.478,18.711,21,29.562,11,0.695,GOOD
5793,Manufacturer_5793,483.07,10.99,0.68,45.26,3.284,0.72,55.637,96.308,24.695,4.26,1.93,94.738,70.07,0.86,7,3,4,2,54.755,0.27,1004,51.049,3.036,16.438,85.743,158.548,86.73,3.79,77.319,78.188,38,36.482,7,0.561,FAIR
5794,Manufacturer_5794,458.749,29.33,0.83,81.775,3.836,1.32,46.716,77.996,84.705,3.585,2.27,63.883,62.36,3.89,2,10,2,0,16.789,10.55,2561,15.99,3.357,75.853,21.261,104.287,48.17,1.81,96.332,73.536,31,77.059,13,0.682,GOOD
5795,Manufacturer_5795,256.409,9.72,0.67,24.902,3.842,2.19,47.211,41.192,42.095,3.701,3.76,76.178,88.19,0.91,0,12,0,2,45.995,10.28,3278,55.516,1.076,93.927,84.795,68.594,25.28,6.52,63.94,87.56,29,51.983,23,0.614,GOOD
5796,Manufacturer_5796,399.604,11.31,0.67,71.735,3.821,1.55,11.845,90.752,70.849,2.941,7.13,52.401,75.8,0.32,1,16,0,2,86.621,12.07,607,36.165,4.981,18.409,47.772,131.987,47.27,2.66,56.487,95.891,36,83.187,20,0.59,FAIR
5797,Manufacturer_5797,76.515,15.98,0.87,85.839,3.678,2.58,43.526,99.35,32.608,2.07,3.11,91.137,89.59,4.29,5,8,3,2,48.978,0.3,766,54.537,2.678,21.607,85.649,403.05,43.72,4.22,58.882,88.888,20,58.838,23,0.68,GOOD
5798,Manufacturer_5798,488.945,31.41,0.65,92.585,4.468,1.76,76.643,30.824,70.247,3.055,3.35,98.094,69.56,4.68,1,12,0,2,38.392,10.86,4658,96.395,1.9,93.218,9.483,393.129,67.93,1.69,56.8,5.833,29,41.149,20,0.644,GOOD
5799,Manufacturer_5799,482.533,8.95,0.6,79.673,4.438,1.93,40.999,89.248,4.352,2.028,8.01,58.305,78.92,4.93,7,8,3,2,98.033,10.86,4760,79.05,1.334,5.936,18.54,17.201,19.0,3.74,92.276,43.177,25,59.827,11,0.489,FAIR
5800,Manufacturer_5800,90.227,8.67,0.9,42.596,3.251,2.38,48.75,4.54,92.926,4.594,9.14,52.264,74.19,1.89,1,11,0,0,61.803,0.84,4112,99.565,1.836,44.185,68.067,182.749,7.69,5.68,51.148,85.445,23,19.996,3,0.667,GOOD
5801,Manufacturer_5801,156.717,19.82,0.9,68.041,3.908,0.45,96.752,21.435,78.689,3.922,8.42,72.207,77.41,4.56,6,14,1,0,31.143,4.36,1926,90.672,3.973,46.218,73.548,333.576,79.38,2.92,55.862,56.427,35,41.493,12,0.652,GOOD
5802,Manufacturer_5802,59.076,13.29,0.75,31.312,2.308,1.79,87.178,16.091,66.481,4.938,1.93,97.478,98.91,0.86,8,15,0,2,54.04,6.46,1839,18.228,4.885,31.476,16.602,174.404,88.9,0.19,53.042,7.758,9,21.089,22,0.663,GOOD
5803,Manufacturer_5803,143.142,22.06,0.76,29.365,2.272,0.35,92.87,35.659,32.388,2.549,4.63,85.792,75.97,4.97,0,4,3,1,74.198,11.59,252,44.704,1.836,28.322,24.989,31.205,5.23,7.36,99.761,26.259,21,63.91,22,0.537,FAIR
5804,Manufacturer_5804,409.818,18.55,0.85,71.09,3.44,0.86,7.768,56.262,84.259,3.973,7.06,99.025,80.6,0.18,0,1,3,2,86.003,14.5,3502,50.589,4.934,72.225,36.659,236.296,48.38,4.1,81.169,55.308,50,33.242,24,0.75,EXCELLENT
5805,Manufacturer_5805,195.375,18.05,0.75,88.089,4.701,0.72,61.858,71.998,76.769,2.564,7.15,92.529,98.38,1.8,5,18,0,0,80.296,4.5,3907,49.006,2.218,87.379,63.606,302.532,59.2,3.31,63.264,69.28,7,53.376,10,0.659,GOOD
5806,Manufacturer_5806,53.315,8.36,0.71,25.38,3.95,1.74,22.341,90.28,45.308,3.917,4.03,81.188,61.98,3.75,1,17,1,0,14.958,6.19,359,23.011,3.327,26.813,94.793,337.24,67.86,3.15,91.108,16.451,50,12.183,15,0.633,GOOD
5807,Manufacturer_5807,177.691,9.23,1.0,28.48,4.008,2.55,40.424,15.855,19.745,3.475,4.26,51.077,72.75,3.05,3,9,3,0,55.691,6.48,3304,84.118,4.795,57.423,29.353,485.319,0.84,6.18,73.533,37.698,59,53.739,4,0.515,FAIR
5808,Manufacturer_5808,490.878,29.63,0.57,65.249,2.473,0.49,67.975,57.828,17.551,3.994,5.82,92.832,68.16,2.06,3,12,4,1,53.228,6.77,287,59.174,2.507,16.114,73.291,192.235,82.13,5.92,59.306,12.645,21,61.455,17,0.548,FAIR
5809,Manufacturer_5809,318.545,31.58,0.8,37.457,3.36,2.33,57.891,55.469,48.82,4.176,6.81,76.364,78.08,0.48,0,3,4,1,9.489,13.45,2677,67.313,1.961,2.98,10.737,411.944,58.4,3.32,96.188,72.072,20,34.844,21,0.649,GOOD
5810,Manufacturer_5810,213.919,12.04,0.94,68.945,3.202,0.51,50.573,45.847,78.341,3.568,0.83,67.1,64.75,4.76,0,19,3,1,24.557,4.76,1916,99.402,2.269,5.571,67.061,399.565,25.65,4.6,60.444,62.995,56,94.277,19,0.691,GOOD
5811,Manufacturer_5811,91.604,8.4,0.84,37.164,4.349,0.65,81.445,69.458,71.447,3.481,6.48,70.031,78.42,4.28,1,12,3,0,2.581,10.03,4008,73.9,4.652,50.81,92.204,380.05,53.5,7.22,83.09,58.287,21,84.526,2,0.638,GOOD
5812,Manufacturer_5812,493.227,6.6,0.94,29.319,2.413,2.76,68.26,51.336,49.356,2.209,5.17,97.835,71.65,0.47,7,19,3,0,61.917,12.56,3399,26.467,4.836,34.284,36.538,275.573,75.51,9.07,80.33,88.514,48,63.132,14,0.519,FAIR
5813,Manufacturer_5813,412.216,23.25,0.67,63.646,3.618,0.13,82.105,55.019,20.443,3.091,0.48,40.664,98.72,3.79,7,3,3,0,31.115,2.44,4309,95.176,2.228,86.012,32.797,459.678,16.34,4.44,64.041,41.707,46,19.809,12,0.604,GOOD
5814,Manufacturer_5814,147.924,26.46,0.64,88.976,4.734,0.67,93.193,90.333,23.923,2.906,0.69,85.012,66.4,0.92,3,19,3,0,29.042,6.58,408,24.745,4.187,38.442,95.349,46.067,65.18,8.17,92.565,92.714,9,47.904,18,0.699,GOOD
5815,Manufacturer_5815,44.334,16.18,0.93,74.81,4.677,0.73,71.197,86.027,5.764,3.877,2.07,85.726,78.58,4.82,5,2,0,2,2.879,10.12,1182,49.06,3.135,59.592,93.161,116.511,54.21,7.7,92.34,78.299,10,97.732,25,0.599,FAIR
5816,Manufacturer_5816,37.747,25.39,0.7,85.498,4.557,0.92,39.54,57.733,17.68,2.828,3.62,45.72,87.43,0.43,7,19,0,1,64.742,0.15,817,73.774,1.434,16.485,79.766,112.668,89.56,4.95,76.725,48.37,46,28.923,13,0.707,EXCELLENT
5817,Manufacturer_5817,68.985,26.39,0.85,41.307,3.125,1.15,21.278,15.621,1.276,2.697,7.63,97.974,84.12,1.0,3,3,2,2,37.054,9.66,3375,51.793,4.548,31.911,45.661,17.218,88.37,7.16,81.383,72.398,13,72.706,22,0.54,FAIR
5818,Manufacturer_5818,294.577,33.06,0.57,90.878,4.823,0.4,27.092,95.87,67.449,4.546,3.22,69.733,73.25,3.89,6,11,2,1,91.695,13.56,2477,13.999,2.406,39.493,22.619,495.231,74.05,2.66,83.336,87.676,13,23.063,28,0.617,GOOD
5819,Manufacturer_5819,465.094,6.95,0.88,50.163,4.416,1.46,39.663,62.27,58.824,4.485,7.66,82.915,70.67,0.18,7,12,3,2,84.345,12.85,2567,58.979,3.578,57.363,79.996,25.957,56.53,5.58,91.27,28.883,13,74.913,14,0.705,EXCELLENT
5820,Manufacturer_5820,253.404,10.77,0.77,88.196,4.553,1.26,74.009,80.747,98.796,2.986,5.03,65.589,76.41,4.39,0,3,3,2,15.872,12.22,2042,16.255,4.546,47.461,1.866,80.684,39.19,7.85,62.724,13.164,50,88.484,16,0.771,EXCELLENT
5821,Manufacturer_5821,423.043,7.06,0.63,57.694,4.797,1.91,4.015,5.502,76.277,2.257,2.17,59.001,62.8,1.38,6,9,1,2,60.928,0.13,2353,54.827,4.827,24.079,15.293,267.4,46.34,0.82,88.45,7.298,34,68.967,8,0.649,GOOD
5822,Manufacturer_5822,228.484,31.04,0.75,41.429,4.811,2.62,81.428,89.683,24.624,3.493,7.79,74.199,73.66,4.32,2,5,0,0,59.784,6.66,4819,38.242,4.16,9.126,43.944,80.019,9.72,4.79,84.846,11.807,30,69.986,3,0.498,FAIR
5823,Manufacturer_5823,357.206,28.78,0.85,40.821,2.72,0.96,75.813,69.35,70.789,3.354,7.25,93.527,83.9,2.41,4,9,1,2,33.902,12.97,2709,92.324,4.312,63.891,45.175,407.979,89.21,2.64,71.837,60.444,9,62.546,24,0.582,FAIR
5824,Manufacturer_5824,368.618,22.24,0.51,65.413,2.383,1.68,49.942,68.542,1.217,4.61,0.46,78.41,99.55,0.38,9,2,3,0,13.668,12.59,2630,47.914,1.685,87.094,41.862,198.177,60.95,1.39,90.494,67.923,23,81.276,5,0.722,EXCELLENT
5825,Manufacturer_5825,95.242,7.51,0.82,26.321,4.073,1.18,39.967,11.011,98.616,3.641,7.38,79.183,85.29,2.75,4,10,0,0,42.483,5.65,265,78.613,2.674,25.605,35.884,70.452,50.55,5.91,72.302,92.469,52,90.975,14,0.601,GOOD
5826,Manufacturer_5826,186.996,13.2,0.77,94.404,3.69,0.22,11.27,71.286,61.444,4.828,6.72,58.997,97.87,3.64,0,1,2,2,52.259,2.74,4005,37.509,1.314,2.414,70.865,203.149,15.93,4.84,59.584,63.835,40,88.632,25,0.644,GOOD
5827,Manufacturer_5827,322.278,13.93,0.61,41.717,2.982,2.48,28.97,7.664,11.967,3.45,3.82,54.05,60.22,2.72,7,5,2,0,59.824,14.12,3431,44.963,3.427,47.857,77.984,132.575,2.73,8.38,60.047,96.716,21,82.439,8,0.489,FAIR
5828,Manufacturer_5828,44.641,21.82,0.88,46.85,4.053,1.94,10.963,5.583,49.852,4.002,6.33,77.682,90.93,4.51,5,8,4,2,12.126,7.93,1045,52.165,3.033,24.312,20.913,369.935,87.81,2.06,68.85,87.419,15,54.094,17,0.688,GOOD
5829,Manufacturer_5829,187.155,12.74,0.65,38.664,2.186,0.11,81.888,32.535,94.061,3.439,1.6,48.757,78.56,3.79,7,5,1,1,56.519,11.62,4572,62.755,2.977,53.335,61.182,199.94,6.05,1.7,89.416,8.437,22,99.251,22,0.551,FAIR
5830,Manufacturer_5830,272.052,7.19,0.64,20.241,2.142,0.82,50.934,2.317,84.97,2.963,5.92,66.788,84.73,0.71,0,15,2,1,95.028,7.01,267,28.661,2.192,21.012,25.34,440.8,60.68,0.48,59.942,61.061,26,74.922,4,0.492,FAIR
5831,Manufacturer_5831,498.15,26.92,0.74,75.404,3.063,1.0,24.679,15.963,29.892,2.082,1.81,54.986,74.33,0.33,2,9,0,0,20.17,5.94,4987,52.676,2.856,65.003,4.148,175.995,0.92,2.2,57.174,22.803,26,65.172,1,0.754,EXCELLENT
5832,Manufacturer_5832,242.521,13.97,0.84,67.244,2.582,2.45,1.809,72.613,39.615,4.38,1.22,82.345,71.76,1.87,2,17,3,2,51.62,13.92,2930,37.933,3.733,97.483,65.193,196.535,64.05,2.77,57.436,65.606,10,27.856,9,0.65,GOOD
5833,Manufacturer_5833,409.868,18.57,0.96,84.772,4.156,2.31,52.392,83.493,85.356,4.709,2.09,72.109,74.06,3.55,2,8,3,0,93.851,3.07,1307,49.897,1.581,65.668,63.737,351.786,44.82,9.36,89.116,68.23,23,33.419,3,0.77,EXCELLENT
5834,Manufacturer_5834,221.713,8.83,0.57,23.281,4.844,1.25,75.209,17.952,90.001,4.201,1.3,46.017,83.94,4.3,8,10,4,2,87.785,12.36,3999,63.954,4.308,30.761,50.357,96.508,40.51,7.52,54.912,84.505,12,33.414,4,0.589,FAIR
5835,Manufacturer_5835,400.231,29.08,0.7,94.292,3.985,0.56,76.649,82.33,91.46,2.817,1.32,73.593,84.7,4.32,3,13,0,2,36.178,3.86,264,48.436,2.25,88.138,96.087,361.885,89.0,5.31,91.694,30.749,37,13.639,22,0.741,EXCELLENT
5836,Manufacturer_5836,301.753,21.97,0.53,46.471,3.964,1.22,21.443,48.053,94.789,4.451,8.84,76.094,82.08,0.43,5,14,0,0,10.199,0.54,134,16.466,3.196,84.077,47.224,151.358,91.93,2.43,95.234,79.761,43,84.022,25,0.633,GOOD
5837,Manufacturer_5837,444.432,32.05,0.88,93.046,2.02,2.45,99.506,95.789,50.054,3.839,9.0,57.441,76.28,4.05,1,3,0,0,3.887,0.86,728,44.225,3.28,42.324,55.121,46.583,31.59,6.41,80.177,73.629,54,74.132,25,0.632,GOOD
5838,Manufacturer_5838,211.362,19.86,0.72,28.571,3.537,1.41,56.878,13.931,86.152,4.049,7.37,59.855,91.32,1.51,7,8,3,0,94.731,7.73,549,20.293,2.229,85.435,73.172,450.469,48.84,3.35,63.329,10.35,20,27.576,12,0.602,GOOD
5839,Manufacturer_5839,306.109,33.24,0.85,79.514,4.451,0.44,33.201,5.356,34.697,2.199,7.84,92.491,91.87,4.6,4,3,1,2,22.957,3.24,3744,88.657,3.779,57.311,19.633,265.848,29.24,7.41,96.51,16.368,18,8.186,29,0.578,FAIR
5840,Manufacturer_5840,318.709,31.76,0.66,66.349,3.962,0.21,39.281,84.508,83.811,3.746,3.66,46.709,88.87,2.53,7,12,2,0,25.405,14.37,934,37.256,3.839,59.209,70.325,361.49,3.9,0.36,51.655,19.737,27,41.494,15,0.651,GOOD
5841,Manufacturer_5841,214.518,22.29,0.92,48.655,2.683,1.07,12.444,36.199,34.746,3.683,5.49,98.08,66.9,0.84,6,19,2,0,14.104,9.45,4163,70.534,3.905,44.094,44.189,65.387,84.97,5.42,51.5,97.123,6,84.162,15,0.631,GOOD
5842,Manufacturer_5842,80.713,33.02,0.77,26.331,4.545,0.53,49.336,45.717,60.832,3.985,8.17,52.829,74.75,4.96,2,2,4,2,98.199,2.62,621,98.663,1.817,85.491,68.04,153.451,70.49,6.49,76.394,71.124,57,77.164,2,0.525,FAIR
5843,Manufacturer_5843,55.844,14.69,0.97,68.379,4.893,2.26,75.33,51.179,46.846,4.315,4.94,54.506,96.41,1.1,9,13,3,2,74.604,14.5,1767,40.775,3.108,59.758,39.95,252.109,90.19,5.75,77.311,65.638,23,59.025,25,0.757,EXCELLENT
5844,Manufacturer_5844,18.169,15.97,0.54,22.115,2.837,0.91,40.941,82.517,89.294,3.214,7.4,63.464,78.67,1.44,3,14,1,1,67.703,4.86,3219,19.965,3.392,7.737,67.385,231.35,75.72,5.09,70.724,73.9,10,72.553,5,0.443,FAIR
5845,Manufacturer_5845,438.032,6.36,0.76,60.103,2.621,2.64,86.685,7.6,6.652,2.465,4.29,96.883,80.89,2.69,2,3,3,0,83.697,9.8,1932,16.287,1.693,49.489,32.048,450.179,89.73,1.59,75.585,31.529,48,20.175,28,0.582,FAIR
5846,Manufacturer_5846,125.873,22.68,0.88,68.337,3.016,1.89,47.675,55.112,94.879,4.772,3.53,93.756,92.83,0.23,4,8,1,1,64.214,1.97,2299,69.962,2.137,44.89,17.342,449.102,97.5,9.98,69.871,60.032,47,91.857,24,0.743,EXCELLENT
5847,Manufacturer_5847,113.638,26.66,0.8,78.602,2.189,1.24,90.061,43.057,46.209,4.33,8.48,84.797,97.54,4.15,6,4,2,2,46.613,3.6,4864,81.009,1.625,76.881,41.514,477.328,23.62,7.88,95.434,18.804,35,73.458,11,0.66,GOOD
5848,Manufacturer_5848,370.657,28.21,0.51,99.307,4.62,1.87,70.32,34.028,48.139,3.621,3.39,87.68,97.45,2.31,9,19,4,1,25.365,2.05,1280,60.193,1.656,98.433,48.001,12.545,35.61,8.12,84.133,43.715,18,58.944,22,0.619,GOOD
5849,Manufacturer_5849,166.808,9.49,0.99,40.807,4.788,0.96,5.501,34.813,82.782,3.064,4.81,71.302,70.2,1.82,1,15,4,0,71.772,3.3,1059,89.883,1.652,41.4,61.413,53.064,98.02,3.49,54.777,91.076,43,14.175,9,0.724,EXCELLENT
5850,Manufacturer_5850,257.962,18.32,0.65,45.791,3.9,0.51,6.702,93.034,66.618,4.952,1.17,94.299,62.91,2.26,7,7,4,0,92.386,14.69,498,46.573,3.036,60.157,81.932,83.245,29.46,7.96,95.534,64.678,54,13.503,16,0.615,GOOD
5851,Manufacturer_5851,89.63,10.31,0.62,47.292,4.293,2.9,80.011,26.811,95.371,2.28,5.15,47.639,80.77,4.85,3,7,4,1,10.757,11.75,4610,34.133,4.822,78.432,6.369,453.623,94.38,2.63,84.059,68.462,28,13.112,9,0.688,GOOD
5852,Manufacturer_5852,480.275,24.86,0.74,78.527,4.006,1.73,35.682,45.462,54.662,4.804,6.1,72.521,87.89,2.51,0,4,2,0,0.314,13.22,891,10.403,1.431,81.77,78.262,68.828,61.96,3.68,85.723,65.054,16,77.76,21,0.665,GOOD
5853,Manufacturer_5853,427.275,9.74,0.77,94.546,3.132,0.12,18.925,49.28,55.865,3.212,3.97,89.291,90.73,3.79,1,4,3,0,26.925,8.1,3291,79.295,2.362,50.356,55.369,167.937,27.85,8.04,77.793,81.992,42,24.752,27,0.667,GOOD
5854,Manufacturer_5854,433.257,32.12,0.88,97.946,3.896,1.0,86.532,71.986,97.17,2.29,6.5,74.196,86.63,0.17,8,19,3,0,23.117,4.29,2380,83.088,2.885,53.718,92.022,39.083,43.74,7.4,86.744,49.627,10,79.691,8,0.925,EXCELLENT
5855,Manufacturer_5855,209.319,11.92,0.7,95.665,4.509,0.56,98.331,51.899,92.644,3.138,4.47,88.876,63.55,3.8,8,9,0,2,16.805,3.83,3658,38.237,1.434,23.93,23.227,98.754,0.81,5.65,75.02,9.8,44,78.95,24,0.722,EXCELLENT
5856,Manufacturer_5856,383.557,13.74,0.72,90.351,4.43,0.85,80.875,62.123,20.869,4.249,4.32,50.025,73.38,0.56,5,16,4,0,25.595,0.21,2932,88.971,3.55,98.807,55.82,391.558,18.57,1.94,51.676,87.108,45,13.234,28,0.672,GOOD
5857,Manufacturer_5857,80.499,30.53,0.77,99.278,2.243,0.26,72.513,39.883,30.694,3.274,4.28,42.314,60.24,3.99,3,18,4,2,4.592,14.97,4701,26.78,1.455,22.476,75.036,231.96,62.89,1.95,59.113,50.046,7,99.673,7,0.672,GOOD
5858,Manufacturer_5858,14.223,18.75,0.7,50.076,3.388,0.81,0.096,71.862,62.534,3.479,8.61,73.52,91.73,4.6,2,11,2,2,85.317,11.14,4099,96.264,3.89,29.829,37.284,102.835,92.92,5.37,84.652,20.508,54,90.11,5,0.601,GOOD
5859,Manufacturer_5859,19.787,5.72,0.96,95.866,3.192,2.08,10.597,46.585,93.938,4.47,7.3,81.83,63.42,1.25,8,4,2,2,63.075,5.38,783,59.761,1.716,39.548,48.136,427.339,52.62,9.84,86.076,55.061,21,92.473,17,0.708,EXCELLENT
5860,Manufacturer_5860,297.435,19.84,0.93,80.882,4.256,2.48,67.094,22.271,56.336,3.847,4.62,73.352,84.04,1.46,8,19,4,1,39.246,2.76,4657,10.362,1.695,34.688,16.435,139.089,79.02,7.47,88.642,76.036,16,15.381,26,0.784,EXCELLENT
5861,Manufacturer_5861,233.144,7.54,0.73,33.477,3.504,1.11,40.956,81.693,73.282,4.004,6.42,61.824,73.74,4.06,0,4,0,0,58.408,2.57,617,45.375,1.722,57.27,13.576,280.905,99.71,1.89,83.186,41.309,12,10.756,6,0.617,GOOD
5862,Manufacturer_5862,263.828,34.56,0.5,23.637,3.049,1.62,1.948,76.545,9.4,2.462,8.25,83.362,78.46,3.95,7,19,3,1,1.248,7.34,821,14.917,1.94,93.686,4.606,495.487,91.27,2.2,85.988,26.679,51,41.402,27,0.367,FAIR
5863,Manufacturer_5863,13.657,22.64,0.95,37.159,4.119,0.22,74.087,62.749,52.262,2.757,4.61,95.814,71.7,3.99,2,5,2,2,1.789,8.61,1197,11.274,2.039,6.562,69.721,81.626,65.92,6.1,53.876,47.474,45,6.827,4,0.566,FAIR
5864,Manufacturer_5864,217.116,12.7,0.56,82.3,3.421,0.36,41.877,52.195,14.76,3.234,8.46,74.195,89.56,4.06,9,4,3,2,24.211,5.41,3663,30.739,4.518,36.046,30.857,445.224,56.22,3.21,80.807,64.509,54,68.761,1,0.536,FAIR
5865,Manufacturer_5865,361.853,21.91,0.62,70.536,2.77,1.7,65.883,20.85,26.063,2.329,1.85,50.221,73.25,1.79,7,16,1,0,92.41,6.32,4989,30.71,3.223,45.772,98.789,232.917,20.78,5.12,70.052,35.571,9,69.534,10,0.632,GOOD
5866,Manufacturer_5866,226.92,7.31,0.58,37.949,4.671,2.54,46.834,86.835,16.63,2.837,5.97,71.278,88.62,4.76,8,9,1,2,75.334,8.58,4707,17.661,3.032,41.448,70.16,424.077,7.07,0.65,80.934,34.114,57,37.573,6,0.449,FAIR
5867,Manufacturer_5867,368.787,29.0,0.59,79.354,2.339,0.36,2.65,9.719,16.591,4.5,3.66,85.041,75.34,4.5,3,2,1,0,75.265,9.29,4259,94.102,3.688,17.935,59.722,354.656,46.71,8.85,76.047,97.984,47,29.751,21,0.556,FAIR
5868,Manufacturer_5868,124.179,32.76,0.9,31.306,2.054,1.31,63.592,38.318,99.171,2.066,1.08,51.862,76.34,0.73,0,19,0,1,42.847,13.89,1304,44.914,1.009,99.525,1.468,478.368,61.42,7.06,75.168,36.81,23,94.611,25,0.755,EXCELLENT
5869,Manufacturer_5869,408.44,31.23,0.79,85.747,2.432,2.91,78.809,85.256,29.825,2.153,8.93,66.608,81.81,0.31,6,9,3,2,88.7,14.15,321,47.795,3.446,28.451,73.209,394.275,2.55,5.27,94.52,1.878,15,36.553,25,0.655,GOOD
5870,Manufacturer_5870,298.331,15.25,0.98,83.533,2.491,2.24,15.598,59.557,56.548,4.061,4.95,80.108,77.4,4.6,6,11,3,2,39.092,1.15,1323,20.97,1.149,82.498,42.822,88.164,79.14,6.16,86.464,44.615,17,75.637,21,0.573,FAIR
5871,Manufacturer_5871,113.274,14.77,0.62,97.806,3.614,0.67,89.108,43.862,2.009,3.158,5.45,44.732,83.64,1.15,2,15,2,1,72.019,6.47,205,54.594,3.219,32.901,20.324,302.596,51.17,2.69,94.545,81.593,11,81.465,9,0.648,GOOD
5872,Manufacturer_5872,125.993,6.05,0.74,32.022,3.875,0.93,18.156,79.136,80.639,4.319,5.22,52.264,96.71,3.73,9,5,1,1,61.095,5.08,948,39.486,3.835,1.201,15.628,444.795,90.73,7.54,65.265,98.709,47,24.535,29,0.619,GOOD
5873,Manufacturer_5873,317.735,24.54,0.99,92.529,3.346,2.85,42.284,98.951,68.023,4.796,5.47,83.291,74.47,3.35,2,3,0,2,66.429,13.81,1824,79.288,1.031,15.144,13.126,62.156,46.44,0.96,85.555,14.853,20,28.153,13,0.705,EXCELLENT
5874,Manufacturer_5874,416.67,21.05,0.91,47.288,2.613,0.74,52.719,18.881,22.878,2.8,5.9,58.78,88.4,3.65,0,5,2,0,35.009,4.0,4778,94.828,1.316,48.996,92.171,157.992,6.16,9.92,95.337,82.379,29,35.39,15,0.559,FAIR
5875,Manufacturer_5875,213.658,18.78,0.86,53.285,2.397,1.38,31.387,5.073,3.606,2.111,8.73,45.598,94.94,3.13,7,19,0,2,41.204,9.52,4426,57.372,1.786,51.669,69.398,167.15,57.25,7.77,94.669,79.817,53,61.823,16,0.465,FAIR
5876,Manufacturer_5876,136.567,32.23,0.59,57.476,3.476,1.13,50.046,46.299,27.458,3.368,9.48,84.709,63.28,1.5,5,5,3,0,25.923,1.54,465,69.747,4.167,21.925,13.613,325.03,9.38,7.09,67.292,48.525,19,68.456,7,0.614,GOOD
5877,Manufacturer_5877,434.836,10.04,0.88,70.152,3.696,1.52,71.836,28.74,62.858,4.893,6.23,52.514,82.32,3.01,4,4,1,2,45.977,7.43,2770,68.471,4.292,24.688,5.715,482.316,28.76,0.66,51.294,72.034,15,92.025,3,0.559,FAIR
5878,Manufacturer_5878,337.941,5.29,0.67,99.581,2.912,0.79,71.446,66.675,1.52,3.636,3.82,46.151,64.75,2.71,6,12,2,0,1.018,2.67,3056,62.634,3.887,75.777,11.681,260.313,79.2,1.63,94.346,23.922,12,70.663,8,0.646,GOOD
5879,Manufacturer_5879,229.562,7.2,0.77,67.997,2.661,2.04,92.228,49.426,7.536,3.132,5.2,77.459,91.51,1.6,5,5,3,1,89.743,5.56,764,73.195,1.529,39.136,17.971,369.552,79.19,7.47,59.804,22.521,9,73.777,15,0.567,FAIR
5880,Manufacturer_5880,249.071,11.7,0.8,94.137,2.242,0.78,86.209,49.9,40.935,3.656,7.06,94.612,74.84,1.81,0,7,4,0,98.397,2.99,1280,73.548,3.478,94.891,44.401,280.69,46.23,8.77,70.415,44.617,55,7.071,19,0.714,EXCELLENT
5881,Manufacturer_5881,110.086,6.0,0.8,40.402,2.079,1.85,98.511,35.498,17.6,2.496,5.34,68.622,80.46,3.27,6,12,2,0,18.886,9.69,2174,89.334,2.184,50.116,95.298,329.259,22.25,2.88,78.755,21.528,29,33.289,18,0.479,FAIR
5882,Manufacturer_5882,317.133,20.09,0.86,51.873,2.317,1.14,59.538,21.067,63.181,4.254,2.68,53.42,81.3,4.2,8,15,4,1,35.772,7.68,223,75.33,1.308,37.276,77.913,452.872,24.36,3.85,82.496,83.686,46,13.069,4,0.541,FAIR
5883,Manufacturer_5883,185.784,14.42,0.83,60.36,4.226,0.83,40.051,21.345,17.466,4.041,6.11,74.912,83.34,3.01,7,10,2,1,15.916,11.42,2715,55.775,3.051,43.5,37.63,333.261,80.88,8.94,63.295,67.55,16,19.164,27,0.631,GOOD
